_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-9.2,L1k:236468,M1,1,0,L1000 cDNA,93,cDNA:CMAP-HSF-SP110:SP110@HEK293T@200ng:48h (DN),,-9.2,5.3,8.6,10173,100,383,20,5.2,1.1,47|128|533|1738|2023|2224|3157|3251|4245|4702|4723|4728|5160|5223|5434|5440|9524|29880|54205|65057,ACLY|ADH5|ATP6V0B|DLD|ENO1|FDPS|HMGCS1|HPRT1|MGAT1|NDUFA8|NDUFV1|NDUFS8|PDHA1|PGAM1|POLR2E|POLR2K|TECR|ALG5|CYCS|ACD,-4.9,0
1,-8.3,L1k:236558,M1,1,0,L1000 cDNA,93,cDNA:CMAP-HSF-THAP11:THAP11@HEK293T@200ng:48h (DN),,-8.3,5,8,10173,100,383,19,5,1.1,47|533|1329|2224|2271|2821|3157|4723|4728|4860|5198|5438|5471|10423|23475|51728|54205|55163|374291,ACLY|ATP6V0B|COX5B|FDPS|FH|GPI|HMGCS1|NDUFV1|NDUFS8|PNP|PFAS|POLR2I|PPAT|CDIPT|QPRT|POLR3K|CYCS|PNPO|NDUFS7,-4.4,0
1,-8.3,L1k:268299,M1,1,0,L1000 cDNA,93,cDNA:ccsbBroad304_07506:UBAP2L@A375@2uL:96h (DN),,-8.3,5,8,10173,100,383,19,5,1.1,128|516|2224|2720|3157|3251|4190|4704|5223|5236|5432|5435|5438|7086|7167|7298|51382|51495|54995,ADH5|ATP5MC1|FDPS|GLB1|HMGCS1|HPRT1|MDH1|NDUFA9|PGAM1|PGM1|POLR2C|POLR2F|POLR2I|TKT|TPI1|TYMS|ATP6V1D|HACD3|OXSM,-4.4,0
1,-7.6,L1k:261027,M1,1,0,L1000 cDNA,93,cDNA:ccsbBroad304_05856:ASAH1@VCAP@3uL:96h (DN),,-7.6,4.8,7.5,10173,100,383,18,4.7,1.1,262|1340|2821|3417|4694|4860|4953|5236|5438|6652|6709|7298|7386|26227|29796|54205|55256|84890,AMD1|COX6B1|GPI|IDH1|NDUFA1|PNP|ODC1|PGM1|POLR2I|SORD|SPTAN1|TYMS|UQCRFS1|PHGDH|UQCR10|CYCS|ADI1|ADO,-4,0
1,-7.1,L1k:248787,M1,1,0,L1000 cDNA,93,cDNA:ccsbBroad304_01723:TTK@HT29@2uL:96h (DN),,-7.1,5,7.3,10173,85,383,16,4.2,1,128|445|1854|2224|2937|3157|3251|3422|3628|3704|7264|7298|8760|29796|51005|54205,ADH5|ASS1|DUT|FDPS|GSS|HMGCS1|HPRT1|IDI1|INPP1|ITPA|GFUS|TYMS|CDS2|UQCR10|AMDHD2|CYCS,-3.5,0
1,-6.8,L1k:235221,M1,1,0,L1000 cDNA,93,cDNA:CMAP-HSF-CREB3L4:CREB3L4@HEK293T@200ng:48h (DN),,-6.8,4.5,7,10173,100,383,17,4.4,1.1,533|2224|3157|3422|4191|4245|4723|4860|5425|5436|5437|5438|5439|6117|9296|23475|51218,ATP6V0B|FDPS|HMGCS1|IDI1|MDH2|MGAT1|NDUFV1|PNP|POLD2|POLR2G|POLR2H|POLR2I|POLR2J|RPA1|ATP6V1F|QPRT|GLRX5,-3.5,0
1,-6.8,L1k:243795,M1,1,0,L1000 cDNA,93,cDNA:ccsbBroad304_00949:LRPAP1@A549@2uL:96h (DN),,-6.8,4.5,7,10173,100,383,17,4.4,1.1,2058|2539|2597|4144|4860|5223|5438|6117|6184|6390|7086|7167|7358|51495|54205|55748|57016,EPRS1|G6PD|GAPDH|MAT2A|PNP|PGAM1|POLR2I|RPA1|RPN1|SDHB|TKT|TPI1|UGDH|HACD3|CYCS|CNDP2|AKR1B10,-3.5,0
1,-6.8,L1k:246083,M1,1,0,L1000 cDNA,93,cDNA:ccsbBroad304_01289:MAPK13@A549@2uL:96h (DN),,-6.8,4.5,7,10173,100,383,17,4.4,1.1,514|2937|3157|4704|4728|5436|5438|5441|6184|6185|7086|7264|7298|25796|51382|55256|55748,ATP5F1E|GSS|HMGCS1|NDUFA9|NDUFS8|POLR2G|POLR2I|POLR2L|RPN1|RPN2|TKT|GFUS|TYMS|PGLS|ATP6V1D|ADI1|CNDP2,-3.5,0
1,-6.8,L1k:257031,M1,1,0,L1000 cDNA,93,cDNA:ccsbBroad304_03658:DCP1A@A375@2uL:96h (DN),,-6.8,4.5,7,10173,100,383,17,4.4,1.1,128|1537|4700|4704|4706|5434|5438|6390|7086|7378|10476|25796|51382|51495|54205|55748|65057,ADH5|CYC1|NDUFA6|NDUFA9|NDUFAB1|POLR2E|POLR2I|SDHB|TKT|UPP1|ATP5PD|PGLS|ATP6V1D|HACD3|CYCS|CNDP2|ACD,-3.5,0
1,-6.8,L1k:259753,M1,1,0,L1000 cDNA,93,cDNA:ccsbBroad304_04998:ZNF418@A549@2uL:96h (DN),,-6.8,4.5,7,10173,100,383,17,4.4,1.1,128|2058|2597|3157|4144|4860|5236|6117|6184|6390|7086|7167|7358|22934|54205|55748|57016,ADH5|EPRS1|GAPDH|HMGCS1|MAT2A|PNP|PGM1|RPA1|RPN1|SDHB|TKT|TPI1|UGDH|RPIA|CYCS|CNDP2|AKR1B10,-3.5,0
